Age,Health Challenge,Class Participation,Academic Performance before Jamb/Waec,Study Habits,Assignment/Homework Completion,Extracurricular Involvement,Disciplinary Issue,Attendance Status,Motivation for Jamb/Waec,Resource Access (1-3),Understanding of Material (1-3),Time Management (1-3),Tutorial Hours for Jamb/Waec,Daily Self Study Hours for Jamb/Waec,Jamb Score,Family Income Range,Parent Education Level,Living Conditions,Parent Engagement with School/Teachers,Exam Status
29,No,Moderate,Poor,Poor,Sometimes,None,No,Regular,Moderate,1,3,1,82,2,203,High,Primary,Good,Moderate,Pass
29,No,Rarely,Good,Poor,Always,High,No,Regular,Moderate,3,2,2,88,1,196,High,Primary,Moderate,Low,Fail
26,Yes,Active,Fair,Poor,Rarely,Moderate,No,Regular,Moderate,2,2,1,40,6,333,Medium,Primary,Poor,Moderate,Pass
23,Yes,Moderate,Good,Good,Rarely,Moderate,No,Regular,Low,3,3,1,93,5,307,Low,Tertiary,Poor,Moderate,Pass
21,Yes,Rarely,Excellent,Good,Always,None,Yes,Irregular,High,2,3,1,34,9,159,Medium,Tertiary,Poor,Moderate,Fail
29,Yes,Active,Excellent,Poor,Rarely,Moderate,No,Regular,Moderate,1,3,2,2,2,231,High,Tertiary,Good,High,Pass
28,Yes,Rarely,Fair,Poor,Rarely,None,No,Irregular,Moderate,2,3,1,36,5,336,High,Primary,Moderate,High,Pass
16,Yes,Moderate,Excellent,Good,Rarely,Low,No,Irregular,Low,2,3,2,49,10,191,Medium,Primary,Moderate,Low,Fail
29,No,Rarely,Fair,Good,Always,High,Yes,Regular,Moderate,1,3,3,49,2,120,Medium,Primary,Moderate,Low,Fail
26,No,Rarely,Good,Poor,Rarely,None,No,Irregular,High,2,1,2,80,9,283,High,Tertiary,Poor,Low,Pass
23,Yes,Moderate,Good,Poor,Sometimes,Low,No,Regular,Moderate,2,2,1,84,9,336,High,Secondary,Good,Moderate,Pass
26,Yes,Active,Poor,Poor,Rarely,Low,Yes,Regular,Low,3,3,2,62,1,156,High,Secondary,Good,Moderate,Fail
28,Yes,Moderate,Excellent,Average,Rarely,Low,No,Very Poor,Low,2,1,2,24,8,176,Medium,Primary,Poor,High,Fail
26,No,Active,Good,Average,Rarely,Moderate,Yes,Very Poor,Moderate,3,3,3,94,5,184,High,Secondary,Moderate,Low,Fail
30,Yes,Rarely,Excellent,Average,Rarely,None,Yes,Very Poor,High,2,2,1,15,9,286,Medium,Primary,Poor,High,Pass
25,Yes,Moderate,Poor,Average,Rarely,Moderate,No,Irregular,Low,3,2,1,36,7,381,Medium,Primary,Poor,Moderate,Pass
30,No,Rarely,Fair,Average,Rarely,High,No,Regular,Low,2,1,3,100,3,343,Medium,Secondary,Poor,Low,Pass
18,Yes,Moderate,Excellent,Poor,Always,Low,Yes,Regular,Moderate,1,1,1,34,5,235,Medium,Primary,Moderate,High,Pass
21,No,Active,Good,Good,Sometimes,Low,Yes,Very Poor,Moderate,3,3,2,91,11,252,High,Primary,Good,Moderate,Pass
30,Yes,Rarely,Fair,Average,Rarely,Low,Yes,Irregular,Moderate,3,3,1,57,12,221,Medium,Secondary,Good,Low,Pass
23,Yes,Rarely,Fair,Average,Sometimes,Low,No,Irregular,Moderate,3,2,1,92,8,139,Medium,Tertiary,Good,High,Fail
20,Yes,Moderate,Fair,Average,Rarely,High,Yes,Very Poor,Moderate,2,2,3,40,3,167,High,Secondary,Moderate,Moderate,Fail
24,Yes,Rarely,Good,Poor,Always,Low,No,Regular,Low,2,3,3,51,11,205,Medium,Secondary,Moderate,Low,Pass
21,No,Moderate,Excellent,Good,Always,Low,Yes,Very Poor,High,3,2,1,63,0,220,Low,Primary,Good,Low,Pass
22,Yes,Rarely,Fair,Poor,Sometimes,High,No,Very Poor,Low,3,1,1,64,7,228,Medium,Secondary,Poor,Moderate,Pass
18,No,Rarely,Fair,Poor,Sometimes,Low,Yes,Regular,Low,3,3,1,2,1,299,Medium,Tertiary,Good,High,Pass
30,No,Moderate,Good,Average,Sometimes,High,No,Very Poor,Moderate,1,1,2,86,5,299,Medium,Primary,Poor,High,Pass
27,Yes,Moderate,Poor,Average,Rarely,Low,No,Regular,Moderate,1,3,2,36,12,116,Medium,Primary,Moderate,Low,Fail
19,Yes,Moderate,Excellent,Poor,Always,None,Yes,Very Poor,High,2,2,3,65,0,131,Medium,Secondary,Good,Low,Fail
30,No,Rarely,Excellent,Poor,Rarely,Moderate,No,Very Poor,Low,3,1,2,31,3,212,Medium,Primary,Poor,Low,Pass
27,No,Rarely,Excellent,Average,Sometimes,High,Yes,Regular,Moderate,2,1,3,60,10,113,High,Tertiary,Moderate,Low,Fail
26,Yes,Moderate,Excellent,Poor,Always,Low,Yes,Regular,Low,2,3,2,5,7,366,Low,Secondary,Moderate,High,Pass
25,Yes,Moderate,Poor,Poor,Always,High,No,Very Poor,Low,2,2,3,47,0,213,Medium,Secondary,Good,High,Pass
24,Yes,Moderate,Fair,Poor,Always,Low,Yes,Very Poor,Moderate,1,1,1,20,8,249,Low,Tertiary,Good,High,Pass
29,Yes,Moderate,Fair,Poor,Always,Low,No,Very Poor,High,3,1,1,9,6,269,Low,Secondary,Moderate,Moderate,Pass
19,Yes,Rarely,Fair,Average,Rarely,None,No,Irregular,Low,1,2,3,51,6,195,Low,Tertiary,Good,High,Fail
16,No,Moderate,Good,Good,Always,None,Yes,Very Poor,Low,1,2,2,97,2,339,Medium,Tertiary,Moderate,Moderate,Pass
19,No,Moderate,Excellent,Good,Sometimes,High,No,Regular,Moderate,2,2,1,8,10,184,Low,Secondary,Moderate,Moderate,Fail
22,No,Active,Good,Poor,Rarely,Moderate,Yes,Very Poor,Low,1,3,3,83,8,227,High,Primary,Poor,Moderate,Pass
17,No,Active,Good,Poor,Always,None,Yes,Very Poor,Moderate,1,1,3,31,10,168,Medium,Secondary,Moderate,Moderate,Fail
28,No,Moderate,Excellent,Average,Rarely,High,No,Regular,High,1,3,2,13,5,377,High,Secondary,Good,High,Pass
20,Yes,Moderate,Fair,Good,Sometimes,None,No,Regular,High,1,2,3,83,9,327,High,Primary,Good,Moderate,Pass
17,Yes,Moderate,Fair,Poor,Rarely,Moderate,No,Very Poor,High,1,1,2,64,9,101,High,Secondary,Poor,High,Fail
30,No,Rarely,Good,Good,Always,None,Yes,Irregular,Low,1,3,2,80,12,210,High,Tertiary,Moderate,Low,Pass
17,Yes,Moderate,Fair,Poor,Rarely,Moderate,Yes,Irregular,Moderate,1,1,1,4,1,305,Low,Primary,Good,Low,Pass
26,Yes,Rarely,Good,Good,Rarely,High,No,Very Poor,Moderate,3,1,3,44,7,225,High,Primary,Good,Moderate,Pass
26,No,Rarely,Good,Average,Rarely,None,No,Irregular,Low,2,3,3,15,4,366,Medium,Secondary,Poor,High,Pass
28,Yes,Moderate,Fair,Good,Sometimes,Moderate,Yes,Very Poor,High,1,1,1,76,0,276,High,Primary,Good,Low,Pass
23,Yes,Moderate,Excellent,Poor,Always,Low,No,Irregular,Moderate,1,1,1,98,5,333,Low,Tertiary,Moderate,High,Pass
29,No,Moderate,Fair,Average,Sometimes,Low,Yes,Very Poor,High,2,1,3,15,0,123,Medium,Secondary,Good,High,Fail
25,No,Rarely,Good,Poor,Rarely,None,Yes,Regular,Moderate,3,2,3,9,4,334,High,Secondary,Moderate,High,Pass
17,No,Rarely,Poor,Poor,Rarely,None,Yes,Regular,Low,1,1,3,49,5,118,High,Primary,Moderate,High,Fail
30,No,Active,Good,Good,Always,Moderate,Yes,Very Poor,Moderate,3,2,1,90,10,248,Medium,Tertiary,Good,High,Pass
18,Yes,Active,Excellent,Good,Rarely,High,Yes,Irregular,Low,2,3,1,30,9,262,Low,Primary,Moderate,Low,Pass
16,Yes,Rarely,Fair,Good,Always,Low,Yes,Very Poor,Moderate,3,3,3,43,2,176,Low,Secondary,Good,High,Fail
28,Yes,Rarely,Excellent,Good,Rarely,None,No,Irregular,Low,1,3,2,96,10,261,High,Tertiary,Moderate,Low,Pass
28,Yes,Active,Poor,Average,Always,Low,Yes,Regular,Moderate,3,1,1,14,0,198,High,Secondary,Moderate,High,Fail
29,No,Moderate,Excellent,Good,Sometimes,Moderate,No,Irregular,Low,2,2,2,53,11,375,High,Secondary,Moderate,Low,Pass
29,Yes,Moderate,Fair,Average,Always,High,Yes,Regular,Low,1,1,1,85,6,231,Low,Tertiary,Good,Moderate,Pass
21,Yes,Moderate,Poor,Good,Sometimes,Moderate,Yes,Irregular,High,1,2,3,94,0,189,Medium,Secondary,Moderate,Low,Fail
17,No,Active,Poor,Average,Sometimes,Moderate,No,Very Poor,Moderate,3,3,2,4,9,313,Low,Tertiary,Good,Moderate,Pass
19,Yes,Active,Good,Poor,Sometimes,Moderate,Yes,Irregular,High,3,2,2,17,12,251,High,Secondary,Good,High,Pass
17,Yes,Rarely,Poor,Good,Sometimes,None,No,Very Poor,High,2,1,3,6,3,394,Low,Tertiary,Poor,Moderate,Pass
29,Yes,Rarely,Excellent,Average,Rarely,None,Yes,Very Poor,Low,2,1,3,53,12,204,Low,Secondary,Good,Low,Pass
17,Yes,Moderate,Good,Good,Sometimes,High,No,Very Poor,Moderate,3,2,3,39,1,340,Medium,Primary,Moderate,Moderate,Pass
29,No,Active,Excellent,Poor,Sometimes,High,No,Irregular,Low,2,1,2,67,10,206,Medium,Primary,Moderate,Low,Pass
30,No,Moderate,Good,Good,Sometimes,Low,No,Very Poor,Moderate,2,2,2,37,5,167,High,Tertiary,Moderate,High,Fail
20,Yes,Active,Fair,Average,Sometimes,High,No,Very Poor,Low,3,1,2,53,10,332,Low,Tertiary,Good,High,Pass
20,Yes,Rarely,Good,Average,Sometimes,Moderate,No,Irregular,Low,2,3,1,87,12,293,Low,Primary,Poor,High,Pass
19,No,Moderate,Good,Poor,Always,None,No,Irregular,Low,1,3,1,30,9,108,High,Tertiary,Good,Low,Fail
18,Yes,Rarely,Good,Poor,Sometimes,None,Yes,Regular,High,1,1,3,18,5,162,Low,Tertiary,Moderate,High,Fail
27,No,Moderate,Excellent,Average,Sometimes,High,Yes,Irregular,Moderate,1,3,3,76,12,277,High,Tertiary,Moderate,High,Pass
16,Yes,Rarely,Poor,Good,Sometimes,Moderate,Yes,Regular,High,3,2,3,12,7,313,Low,Secondary,Poor,Moderate,Pass
28,No,Active,Excellent,Poor,Sometimes,Moderate,No,Very Poor,Moderate,2,2,3,77,1,290,Medium,Tertiary,Good,Low,Pass
27,Yes,Rarely,Good,Average,Sometimes,High,No,Irregular,High,3,1,1,80,2,174,High,Secondary,Moderate,Low,Fail
25,Yes,Moderate,Poor,Good,Sometimes,Low,Yes,Regular,Moderate,3,2,3,30,5,322,High,Tertiary,Good,High,Pass
17,Yes,Active,Poor,Good,Always,Moderate,Yes,Regular,Low,1,2,2,78,0,138,High,Secondary,Poor,High,Fail
24,No,Rarely,Fair,Average,Sometimes,Moderate,Yes,Very Poor,Low,3,1,1,93,9,312,Medium,Primary,Good,Low,Pass
21,Yes,Active,Excellent,Poor,Sometimes,Low,Yes,Very Poor,High,1,1,1,79,10,347,Medium,Tertiary,Moderate,High,Pass
23,Yes,Rarely,Poor,Poor,Sometimes,High,Yes,Regular,Moderate,1,1,2,58,10,197,Medium,Secondary,Poor,High,Fail
18,Yes,Active,Excellent,Good,Sometimes,None,No,Irregular,High,1,2,1,8,1,198,High,Primary,Moderate,Moderate,Fail
27,No,Active,Excellent,Good,Always,High,Yes,Irregular,High,2,3,3,78,5,127,Low,Secondary,Moderate,High,Fail
23,No,Moderate,Poor,Good,Rarely,None,Yes,Regular,Low,2,2,1,66,7,350,High,Secondary,Good,Low,Pass
25,No,Moderate,Poor,Good,Always,Moderate,No,Irregular,Low,1,1,3,93,2,370,Low,Secondary,Moderate,High,Pass
19,Yes,Rarely,Good,Good,Sometimes,Moderate,Yes,Very Poor,Low,1,1,2,46,7,133,Low,Tertiary,Poor,High,Fail
16,No,Rarely,Fair,Good,Sometimes,Moderate,Yes,Irregular,Low,1,1,2,64,11,208,High,Primary,Poor,High,Pass
27,No,Moderate,Fair,Poor,Sometimes,Moderate,No,Regular,Low,2,1,1,42,6,175,Medium,Secondary,Poor,Low,Fail
28,Yes,Rarely,Poor,Average,Always,Low,Yes,Regular,Low,1,1,1,92,3,219,Low,Tertiary,Poor,Moderate,Pass
21,Yes,Rarely,Fair,Average,Sometimes,Moderate,No,Very Poor,Moderate,3,1,2,35,0,354,Medium,Primary,Moderate,Moderate,Pass
20,No,Active,Poor,Good,Rarely,Low,No,Very Poor,Low,3,2,1,81,9,124,Low,Secondary,Good,High,Fail
23,No,Rarely,Excellent,Average,Rarely,Low,Yes,Very Poor,Low,1,1,1,75,12,389,Medium,Tertiary,Good,High,Pass
20,Yes,Rarely,Fair,Average,Sometimes,Low,No,Regular,Low,1,3,1,95,10,134,High,Tertiary,Moderate,Moderate,Fail
25,No,Moderate,Excellent,Poor,Sometimes,Moderate,No,Irregular,High,3,1,3,75,3,175,High,Tertiary,Good,Moderate,Fail
22,No,Active,Excellent,Good,Rarely,High,Yes,Regular,Moderate,2,1,2,60,0,341,High,Secondary,Poor,Low,Pass
23,Yes,Active,Good,Poor,Always,High,No,Very Poor,Moderate,2,1,1,50,2,321,Low,Primary,Moderate,Moderate,Pass
20,Yes,Moderate,Excellent,Good,Sometimes,Low,Yes,Very Poor,Moderate,3,3,1,82,5,247,Low,Tertiary,Moderate,Moderate,Pass
20,No,Moderate,Excellent,Poor,Sometimes,High,No,Very Poor,High,2,3,3,32,9,253,High,Secondary,Good,Moderate,Pass
24,Yes,Rarely,Excellent,Poor,Sometimes,Low,Yes,Irregular,Moderate,3,2,3,89,10,250,Medium,Tertiary,Good,High,Pass
16,Yes,Active,Good,Good,Rarely,Moderate,Yes,Irregular,High,3,3,3,26,9,137,Low,Primary,Poor,Low,Fail
29,No,Moderate,Fair,Average,Rarely,Low,Yes,Regular,High,2,1,3,4,8,196,Low,Secondary,Moderate,High,Fail
27,Yes,Moderate,Good,Good,Sometimes,High,No,Irregular,High,1,2,1,91,10,100,High,Secondary,Good,Moderate,Fail
30,No,Active,Poor,Poor,Always,High,No,Regular,Moderate,2,2,2,5,9,134,Medium,Primary,Moderate,Moderate,Fail
22,Yes,Rarely,Poor,Poor,Sometimes,Low,Yes,Regular,Moderate,2,2,2,48,7,144,High,Secondary,Poor,Moderate,Fail
27,No,Active,Poor,Good,Always,Moderate,Yes,Regular,Low,1,2,2,4,9,331,Low,Secondary,Good,Moderate,Pass
17,No,Active,Fair,Poor,Always,High,No,Very Poor,Low,3,3,1,18,5,134,High,Tertiary,Moderate,Moderate,Fail
29,Yes,Moderate,Good,Poor,Sometimes,Moderate,Yes,Very Poor,Moderate,3,1,3,82,7,128,High,Secondary,Good,Low,Fail
21,Yes,Moderate,Poor,Poor,Rarely,High,No,Very Poor,Moderate,1,3,1,85,2,114,Low,Tertiary,Moderate,Moderate,Fail
23,No,Active,Excellent,Good,Rarely,None,No,Regular,Moderate,1,3,2,54,2,145,High,Tertiary,Moderate,Low,Fail
24,Yes,Active,Good,Poor,Sometimes,None,No,Very Poor,Low,1,2,1,53,0,368,High,Tertiary,Moderate,Moderate,Pass
27,Yes,Active,Poor,Good,Rarely,None,Yes,Regular,High,1,2,3,100,8,244,Low,Tertiary,Poor,Moderate,Pass
24,Yes,Moderate,Good,Average,Rarely,Moderate,Yes,Irregular,Low,3,1,1,31,12,337,Medium,Secondary,Moderate,Low,Pass
30,No,Moderate,Good,Poor,Rarely,High,Yes,Very Poor,Moderate,1,3,1,40,1,298,Low,Tertiary,Moderate,Low,Pass
27,No,Moderate,Fair,Good,Sometimes,Moderate,Yes,Regular,High,3,1,2,40,5,301,Medium,Primary,Moderate,High,Pass
27,Yes,Active,Excellent,Average,Sometimes,Moderate,No,Regular,Low,3,3,1,39,7,211,High,Secondary,Good,High,Pass
30,Yes,Active,Good,Poor,Sometimes,None,No,Very Poor,High,3,3,3,50,8,197,Medium,Tertiary,Good,Low,Fail
17,No,Rarely,Excellent,Average,Always,None,Yes,Irregular,Low,3,1,3,37,2,303,High,Primary,Moderate,Moderate,Pass
29,No,Moderate,Good,Good,Sometimes,None,No,Very Poor,High,3,2,2,95,12,400,High,Tertiary,Moderate,Low,Pass
28,Yes,Moderate,Poor,Average,Sometimes,High,Yes,Very Poor,High,2,3,3,86,9,235,Low,Primary,Good,Low,Pass
29,Yes,Rarely,Poor,Average,Rarely,High,No,Irregular,Moderate,1,3,2,38,5,349,High,Secondary,Good,Moderate,Pass
17,Yes,Moderate,Poor,Poor,Rarely,Low,Yes,Very Poor,High,1,1,3,80,6,260,Low,Primary,Poor,Low,Pass
20,No,Active,Good,Good,Sometimes,None,Yes,Regular,Low,1,3,2,19,2,153,High,Primary,Poor,High,Fail
21,No,Moderate,Fair,Average,Sometimes,Moderate,Yes,Irregular,Moderate,1,2,2,16,1,210,Low,Tertiary,Moderate,High,Pass
17,No,Rarely,Excellent,Good,Rarely,Moderate,Yes,Irregular,Moderate,2,2,3,24,12,289,Medium,Secondary,Moderate,Low,Pass
22,Yes,Rarely,Fair,Good,Always,None,No,Irregular,Low,3,3,3,51,8,128,High,Secondary,Good,Low,Fail
24,Yes,Rarely,Poor,Average,Always,Moderate,No,Irregular,Low,2,2,1,54,1,184,Low,Secondary,Moderate,Low,Fail
22,Yes,Active,Fair,Poor,Sometimes,Low,No,Regular,High,2,3,1,32,2,160,Low,Secondary,Moderate,High,Fail
20,Yes,Rarely,Good,Poor,Always,Low,No,Irregular,Moderate,1,3,2,52,12,150,Medium,Tertiary,Good,Low,Fail
28,No,Rarely,Poor,Average,Sometimes,Moderate,No,Regular,Low,1,2,1,98,7,325,Medium,Secondary,Good,Low,Pass
29,No,Active,Poor,Good,Always,None,No,Irregular,Low,1,1,3,57,7,357,Low,Tertiary,Good,Moderate,Pass
19,Yes,Active,Excellent,Good,Rarely,High,Yes,Irregular,Low,3,2,3,30,7,258,Medium,Secondary,Poor,High,Pass
29,Yes,Active,Fair,Poor,Always,Low,Yes,Very Poor,Moderate,3,2,1,48,6,335,High,Tertiary,Poor,High,Pass
22,No,Moderate,Excellent,Good,Rarely,Moderate,No,Irregular,Low,3,3,1,57,5,223,High,Tertiary,Poor,Moderate,Pass
22,Yes,Rarely,Excellent,Poor,Always,None,Yes,Very Poor,High,1,3,3,16,5,236,Low,Secondary,Poor,Moderate,Pass
21,No,Rarely,Excellent,Average,Sometimes,None,Yes,Irregular,Low,2,3,2,90,8,330,Low,Primary,Poor,Moderate,Pass
28,Yes,Moderate,Poor,Average,Always,Moderate,Yes,Irregular,High,2,1,3,2,7,142,Low,Tertiary,Good,Low,Fail
24,No,Active,Good,Poor,Always,Moderate,No,Regular,High,2,3,2,70,2,282,High,Secondary,Good,High,Pass
24,No,Active,Poor,Poor,Rarely,Moderate,Yes,Very Poor,Moderate,2,1,3,88,5,259,High,Tertiary,Good,High,Pass
21,No,Moderate,Excellent,Good,Sometimes,Moderate,Yes,Very Poor,High,3,2,2,79,10,388,Medium,Tertiary,Poor,Low,Pass
29,No,Rarely,Fair,Average,Sometimes,None,Yes,Irregular,Low,3,3,1,14,7,125,High,Secondary,Good,Moderate,Fail
30,Yes,Rarely,Excellent,Poor,Sometimes,Low,No,Regular,High,2,3,1,95,5,180,High,Primary,Good,Low,Fail
24,No,Active,Poor,Poor,Sometimes,None,No,Irregular,Moderate,2,1,3,52,8,291,High,Primary,Good,Moderate,Pass
22,Yes,Active,Good,Good,Rarely,Low,Yes,Regular,Moderate,1,1,3,28,10,368,High,Primary,Good,Moderate,Pass
18,No,Active,Poor,Poor,Sometimes,Moderate,Yes,Regular,High,3,1,1,8,0,367,Medium,Primary,Good,Moderate,Pass
20,No,Rarely,Excellent,Poor,Always,Low,Yes,Irregular,High,3,1,2,22,1,127,Low,Tertiary,Moderate,Low,Fail
23,Yes,Rarely,Fair,Average,Rarely,Moderate,No,Very Poor,Low,1,3,3,90,0,246,Low,Tertiary,Moderate,High,Pass
28,Yes,Rarely,Excellent,Average,Sometimes,Low,No,Irregular,Low,2,1,3,100,5,206,Medium,Secondary,Good,Low,Pass
17,No,Rarely,Poor,Average,Always,None,Yes,Irregular,Moderate,3,2,2,76,6,120,Low,Primary,Moderate,Moderate,Fail
29,Yes,Active,Fair,Poor,Sometimes,Moderate,No,Very Poor,Low,1,3,2,0,6,117,Low,Secondary,Poor,High,Fail
22,No,Rarely,Good,Poor,Always,High,No,Regular,High,1,2,1,84,4,327,Low,Secondary,Good,Low,Pass
30,Yes,Moderate,Fair,Poor,Rarely,High,No,Irregular,Moderate,2,1,2,75,6,305,Medium,Tertiary,Moderate,Moderate,Pass
16,No,Active,Good,Poor,Rarely,Moderate,No,Regular,High,2,3,2,44,1,343,Low,Primary,Moderate,Moderate,Pass
22,Yes,Rarely,Good,Good,Sometimes,High,No,Regular,Moderate,1,1,3,44,3,294,High,Secondary,Good,Moderate,Pass
21,Yes,Active,Poor,Good,Rarely,Low,Yes,Regular,High,2,3,1,36,6,141,High,Tertiary,Poor,Moderate,Fail
23,No,Rarely,Good,Average,Rarely,Low,No,Very Poor,High,2,3,2,85,2,386,Low,Primary,Moderate,High,Pass
27,No,Rarely,Excellent,Average,Rarely,None,No,Very Poor,Moderate,3,3,2,58,5,206,High,Secondary,Poor,Moderate,Pass
29,No,Moderate,Good,Poor,Sometimes,None,No,Very Poor,Moderate,1,2,3,12,2,267,High,Tertiary,Poor,Moderate,Pass
24,No,Moderate,Poor,Average,Always,None,Yes,Irregular,High,1,1,3,88,8,146,Low,Secondary,Moderate,Low,Fail
23,Yes,Active,Good,Poor,Always,Low,No,Very Poor,Moderate,3,2,1,63,7,304,Medium,Primary,Moderate,Moderate,Pass
28,Yes,Active,Good,Average,Rarely,Low,Yes,Regular,Low,3,3,1,86,8,208,Medium,Tertiary,Poor,High,Pass
20,Yes,Rarely,Good,Good,Rarely,Low,No,Regular,Low,1,3,3,84,6,285,High,Primary,Moderate,Moderate,Pass
19,Yes,Active,Poor,Poor,Always,Moderate,No,Regular,High,1,1,1,3,12,250,Medium,Tertiary,Moderate,High,Pass
21,No,Moderate,Excellent,Average,Always,Low,Yes,Very Poor,Low,2,2,2,83,5,224,Medium,Secondary,Good,Low,Pass
19,Yes,Active,Poor,Good,Rarely,Moderate,No,Very Poor,High,3,2,3,61,7,272,Medium,Primary,Poor,High,Pass
23,No,Moderate,Good,Good,Rarely,Moderate,No,Very Poor,High,3,1,2,27,7,269,High,Primary,Poor,Low,Pass
20,No,Active,Poor,Good,Sometimes,Moderate,Yes,Very Poor,Low,3,3,2,21,10,149,High,Tertiary,Poor,High,Fail
29,Yes,Moderate,Poor,Poor,Always,High,No,Very Poor,High,2,2,2,25,4,325,Medium,Primary,Good,Low,Pass
26,No,Moderate,Fair,Good,Rarely,Moderate,No,Regular,High,3,3,3,69,7,267,Low,Primary,Moderate,Moderate,Pass
22,No,Active,Poor,Average,Always,Moderate,Yes,Irregular,High,1,2,3,66,6,128,High,Secondary,Moderate,Moderate,Fail
17,Yes,Moderate,Poor,Average,Always,Moderate,No,Irregular,Low,3,2,2,27,11,141,Low,Tertiary,Good,Moderate,Fail
24,No,Rarely,Fair,Average,Always,Low,Yes,Very Poor,Low,1,3,1,35,0,395,Low,Secondary,Good,Moderate,Pass
21,No,Active,Fair,Average,Rarely,High,Yes,Very Poor,Low,2,1,1,4,2,331,High,Secondary,Moderate,Low,Pass
19,Yes,Rarely,Poor,Average,Rarely,High,Yes,Irregular,High,2,1,2,17,1,110,Medium,Secondary,Poor,High,Fail
23,No,Rarely,Good,Average,Rarely,Low,No,Irregular,Low,2,1,1,63,5,291,High,Tertiary,Poor,Moderate,Pass
26,Yes,Active,Poor,Poor,Rarely,High,Yes,Very Poor,Low,3,1,3,58,1,213,Medium,Primary,Good,High,Pass
16,Yes,Active,Excellent,Good,Sometimes,Moderate,No,Regular,Moderate,3,2,1,60,11,146,Medium,Primary,Moderate,Moderate,Fail
19,No,Active,Excellent,Average,Sometimes,Moderate,Yes,Irregular,Low,3,3,1,30,2,182,Low,Tertiary,Moderate,Moderate,Fail
17,Yes,Moderate,Excellent,Good,Rarely,None,No,Very Poor,High,1,2,2,3,9,264,Medium,Secondary,Moderate,Moderate,Pass
23,Yes,Active,Good,Poor,Sometimes,Low,No,Very Poor,Low,2,3,1,34,9,232,High,Secondary,Poor,High,Pass
16,No,Active,Good,Good,Sometimes,High,Yes,Very Poor,High,2,2,2,98,0,284,Medium,Secondary,Moderate,High,Pass
24,Yes,Rarely,Good,Poor,Sometimes,High,Yes,Very Poor,High,1,1,3,71,5,352,Medium,Secondary,Moderate,Moderate,Pass
23,No,Moderate,Poor,Good,Rarely,High,No,Irregular,High,1,2,1,1,4,174,High,Primary,Good,High,Fail
22,Yes,Moderate,Good,Good,Always,High,Yes,Regular,Moderate,3,2,2,94,9,123,High,Tertiary,Moderate,Moderate,Fail
30,Yes,Rarely,Excellent,Poor,Always,High,Yes,Very Poor,Moderate,1,3,2,73,11,165,Medium,Tertiary,Poor,Moderate,Fail
17,Yes,Rarely,Fair,Average,Rarely,Low,Yes,Irregular,Low,3,3,1,17,6,339,High,Primary,Good,Low,Pass
30,Yes,Active,Excellent,Average,Rarely,Moderate,No,Regular,Low,1,1,2,66,2,327,High,Tertiary,Moderate,High,Pass
27,Yes,Active,Poor,Good,Rarely,None,Yes,Very Poor,High,3,2,1,20,6,269,Low,Primary,Poor,High,Pass
22,Yes,Rarely,Fair,Good,Sometimes,Low,No,Irregular,Moderate,3,2,3,84,7,146,High,Tertiary,Moderate,Low,Fail
21,Yes,Active,Excellent,Poor,Always,None,No,Regular,Low,2,3,3,20,2,367,Low,Primary,Moderate,Low,Pass
30,No,Rarely,Fair,Average,Sometimes,High,No,Irregular,High,1,3,2,91,0,207,Low,Tertiary,Moderate,Low,Pass
28,No,Moderate,Excellent,Good,Sometimes,Low,Yes,Very Poor,Moderate,3,2,3,64,2,357,High,Primary,Good,High,Pass
17,Yes,Active,Poor,Average,Always,Moderate,No,Very Poor,Low,1,3,3,29,6,282,Medium,Tertiary,Moderate,Moderate,Pass
17,No,Active,Good,Good,Always,Moderate,No,Very Poor,High,1,2,1,25,5,213,Low,Secondary,Poor,Moderate,Pass
28,No,Active,Excellent,Poor,Sometimes,None,Yes,Regular,Moderate,2,2,1,12,7,223,High,Primary,Poor,High,Pass
17,Yes,Rarely,Excellent,Good,Always,Low,Yes,Irregular,Low,2,3,1,61,11,369,Medium,Primary,Poor,Moderate,Pass
18,No,Active,Excellent,Average,Rarely,None,Yes,Irregular,Moderate,1,1,3,62,0,267,High,Secondary,Moderate,Low,Pass
30,Yes,Active,Excellent,Average,Sometimes,High,No,Irregular,Moderate,3,2,3,41,4,345,High,Tertiary,Moderate,Low,Pass
29,Yes,Rarely,Good,Good,Sometimes,Low,No,Irregular,Moderate,1,2,2,19,10,116,Medium,Tertiary,Good,Low,Fail
19,Yes,Moderate,Good,Poor,Rarely,High,No,Regular,Moderate,2,3,1,96,11,299,Low,Secondary,Poor,Moderate,Pass
21,No,Rarely,Fair,Poor,Sometimes,Low,No,Very Poor,Moderate,2,1,3,1,1,317,High,Secondary,Good,Moderate,Pass
24,No,Moderate,Excellent,Poor,Always,High,Yes,Very Poor,Low,2,2,1,8,9,101,High,Primary,Poor,Low,Fail
20,No,Rarely,Fair,Poor,Sometimes,Low,No,Very Poor,High,1,3,3,19,2,390,Medium,Tertiary,Good,Low,Pass
30,No,Active,Good,Average,Rarely,High,No,Irregular,Moderate,2,3,3,63,9,294,Low,Tertiary,Poor,Moderate,Pass
22,Yes,Moderate,Excellent,Good,Sometimes,Moderate,Yes,Irregular,High,3,3,3,91,10,159,Low,Primary,Moderate,High,Fail
